order_number	stage_type	from	to	material_code	quantity	start_date	end_date	lead_time	price		
3000003362	DIST	02S	02	CC-F04	750	2019-09-25	2019-09-25	0			
3000003363	DIST	02S	02	CC-F04	333	2019-09-26	2019-09-26	0			
3000003364	DIST	02S	02	CC-F04	0	2019-09-27	2019-09-27	0			
3000003365	DIST	02S	02	CC-F04	750	2019-09-30	2019-09-30	0			
3000003366	DIST	02S	02	CC-F04	750	2019-10-01	2019-10-01	0			
3000003367	DIST	02S	02	CC-F04	750	2019-10-02	2019-10-02	0			
3000003368	DIST	02S	02	CC-F04	750	2019-10-03	2019-10-03	0			
3000003369	DIST	02S	02	CC-F04	750	2019-10-04	2019-10-04	0			
3000003370	DIST	02S	02	CC-F04	750	2019-10-07	2019-10-07	0			
3000003371	DIST	02S	02	CC-F04	750	2019-10-08	2019-10-08	0			
3000003372	DIST	02S	02	CC-F04	750	2019-10-09	2019-10-09	0			
3000003373	DIST	02S	02	CC-F04	334	2019-10-10	2019-10-10	0			
3000003374	DIST	02S	02	CC-F04	0	2019-10-11	2019-10-11	0			
3000003375	DIST	02S	02	CC-F04	0	2019-10-14	2019-10-14	0			
3000003376	DIST	02S	02	CC-F04	0	2019-10-15	2019-10-15	0			
3000003377	DIST	02S	02	CC-F04	0	2019-10-16	2019-10-16	0			
3000003378	DIST	02S	02	CC-F04	0	2019-10-17	2019-10-17	0			
3000003379	DIST	02S	02	CC-F04	0	2019-10-18	2019-10-18	0			
3000003380	DIST	02S	02	CC-F04	0	2019-10-21	2019-10-21	0			
3000003381	DIST	02S	02	CC-F04	0	2019-10-22	2019-10-22	0			
3000003382	DIST	02S	02	CC-F04	0	2019-10-23	2019-10-23	0			
3000003383	DIST	02S	02	CC-F04	750	2019-10-24	2019-10-24	0			
3000003384	DIST	02S	02	CC-F04	750	2019-10-25	2019-10-25	0			
3000003385	DIST	02S	02	CC-F04	750	2019-10-28	2019-10-28	0			
3000003386	DIST	02S	02	CC-F04	750	2019-10-29	2019-10-29	0			
3000003387	DIST	02S	02	CC-F04	750	2019-10-30	2019-10-30	0			
3000003388	DIST	02S	02	CC-F04	750	2019-10-31	2019-10-31	0			
3000003389	DIST	02S	02	CC-F04	750	2019-11-01	2019-11-01	0			
3000003390	DIST	02S	02	CC-F04	750	2019-11-04	2019-11-04	0			
3000003391	DIST	02S	02	CC-F04	750	2019-11-05	2019-11-05	0			
3000003392	DIST	02S	02	CC-F04	750	2019-11-06	2019-11-06	0			
3000003393	DIST	02S	02	CC-F04	750	2019-11-07	2019-11-07	0			
3000003394	DIST	02S	02	CC-F04	750	2019-11-08	2019-11-08	0			
3000003395	DIST	02S	02	CC-F04	750	2019-11-11	2019-11-11	0			
3000003396	DIST	02S	02	CC-F04	750	2019-11-12	2019-11-12	0			
3000003397	DIST	02S	02	CC-F04	750	2019-11-13	2019-11-13	0			
3000003398	DIST	02S	02	CC-F04	750	2019-11-14	2019-11-14	0			
3000003399	DIST	02S	02	CC-F04	750	2019-11-15	2019-11-15	0			
3000003400	DIST	02S	02	CC-F04	750	2019-11-18	2019-11-18	0			
3000003401	DIST	02S	02	CC-F04	750	2019-11-19	2019-11-19	0			
3000003402	DIST	02S	02	CC-F04	750	2019-11-20	2019-11-20	0			
3000003403	DIST	02S	02	CC-F04	110	2019-11-21	2019-11-21	0			
3000003404	DIST	02S	02	CC-F04	0	2019-11-22	2019-11-22	0			
3000003405	DIST	02S	02	CC-F04	0	2019-11-25	2019-11-25	0			
3000003406	DIST	02S	02	CC-F04	352	2019-11-26	2019-11-26	0			
3000003407	DIST	02S	02	CC-F04	750	2019-11-27	2019-11-27	0			
3000003408	DIST	02S	02	CC-F04	750	2019-11-28	2019-11-28	0			
3000003409	DIST	02S	02	CC-F04	750	2019-11-29	2019-11-29	0			
3000003410	DIST	02S	02	CC-F04	750	2019-12-02	2019-12-02	0			
3000003411	DIST	02S	02	CC-F04	750	2019-12-03	2019-12-03	0			
3000003412	DIST	02S	02	CC-F04	750	2019-12-04	2019-12-04	0			
3000003413	DIST	02S	02	CC-F04	750	2019-12-05	2019-12-05	0			
3000003414	DIST	02S	02	CC-F04	750	2019-12-06	2019-12-06	0			
3000003415	DIST	02S	02	CC-F04	750	2019-12-09	2019-12-09	0			
3000003416	DIST	02S	02	CC-F04	750	2019-12-10	2019-12-10	0			
3000003417	DIST	02S	02	CC-F04	750	2019-12-11	2019-12-11	0			
3000003418	DIST	02S	02	CC-F04	750	2019-12-12	2019-12-12	0			
3000003419	DIST	02S	02	CC-F04	750	2019-12-13	2019-12-13	0			
3000003420	DIST	02S	02	CC-F04	750	2019-12-16	2019-12-16	0			
3000003421	DIST	02S	02	CC-F04	750	2019-12-17	2019-12-17	0			
3000003422	DIST	02S	02	CC-F04	750	2019-12-18	2019-12-18	0			
3000003423	DIST	02S	02	CC-F04	750	2019-12-19	2019-12-19	0			
3000003424	DIST	02S	02	CC-F04	750	2019-12-20	2019-12-20	0			
3000003425	DIST	02S	02	CC-F04	750	2019-12-23	2019-12-23	0			
3000003426	DIST	02S	02	CC-F04	750	2019-12-24	2019-12-24	0			
3000003427	DIST	02S	02	CC-F04	750	2019-12-25	2019-12-25	0			
3000003428	DIST	02S	02	CC-F04	750	2019-12-26	2019-12-26	0			
3000003429	DIST	02S	02	CC-F04	750	2019-12-27	2019-12-27	0			
3000003430	DIST	02S	02	CC-F04	750	2019-12-30	2019-12-30	0			
3000003431	DIST	02S	02	CC-F04	750	2019-12-31	2019-12-31	0			
3000003432	DIST	02S	02	CC-F04	750	2020-01-02	2020-01-02	0			
3000003433	DIST	02S	02	CC-F04	750	2020-01-03	2020-01-03	0			
3000003434	DIST	02S	02	CC-F04	750	2020-01-06	2020-01-06	0			
3000003435	DIST	02S	02	CC-F04	750	2020-01-07	2020-01-07	0			
3000003436	DIST	02S	02	CC-F04	750	2020-01-08	2020-01-08	0			
3000003437	DIST	02S	02	CC-F04	750	2020-01-09	2020-01-09	0			
3000003438	DIST	02S	02	CC-F04	750	2020-01-10	2020-01-10	0			
3000003439	DIST	02S	02	CC-F04	750	2020-01-13	2020-01-13	0			
3000003440	DIST	02S	02	CC-F04	1000	2020-01-14	2020-01-14	0			
3000003441	DIST	02S	02	CC-F04	1000	2020-01-15	2020-01-15	0			
3000003442	DIST	02S	02	CC-F04	1000	2020-01-16	2020-01-16	0			
3000003443	DIST	02S	02	CC-F04	1000	2020-01-17	2020-01-17	0			
3000003444	DIST	02S	02	CC-F04	1000	2020-01-20	2020-01-20	0			
3000003445	DIST	02S	02	CC-F04	1000	2020-01-21	2020-01-21	0			
3000003446	DIST	02S	02	CC-F04	1000	2020-01-22	2020-01-22	0			
3000003447	DIST	02S	02	CC-F04	1000	2020-01-23	2020-01-23	0			
3000003448	DIST	02S	02	CC-F04	1000	2020-01-24	2020-01-24	0			
3000003449	DIST	02S	02	CC-F04	1000	2020-01-28	2020-01-28	0			
3000003450	DIST	02S	02	CC-F04	1000	2020-01-29	2020-01-29	0			
3000003451	DIST	02S	02	CC-F04	1000	2020-01-30	2020-01-30	0			
3000003452	DIST	02S	02	CC-F04	1000	2020-01-31	2020-01-31	0			
3000003453	DIST	02S	02	CC-F04	1000	2020-02-03	2020-02-03	0			
3000003454	DIST	02S	02	CC-F04	1000	2020-02-04	2020-02-04	0			
3000003455	DIST	02S	02	CC-F04	1000	2020-02-05	2020-02-05	0			
3000003456	DIST	02S	02	CC-F04	898	2020-02-06	2020-02-06	0			
3000003457	DIST	02S	02	CC-F04	0	2020-02-07	2020-02-07	0			
3000003458	DIST	02S	02	CC-F04	0	2020-02-10	2020-02-10	0			
3000003459	DIST	02S	02	CC-F04	0	2020-02-11	2020-02-11	0			
3000003460	DIST	02S	02	CC-F04	1000	2020-02-12	2020-02-12	0			
3000003461	DIST	02S	02	CC-F04	1000	2020-02-13	2020-02-13	0			
3000003462	DIST	02S	02	CC-F04	1000	2020-02-14	2020-02-14	0			
3000003463	DIST	02S	02	CC-F04	1000	2020-02-17	2020-02-17	0			
3000003464	DIST	02S	02	CC-F04	1000	2020-02-18	2020-02-18	0			
3000003465	DIST	02S	02	CC-F04	1000	2020-02-19	2020-02-19	0			
3000003466	DIST	02S	02	CC-F04	1000	2020-02-20	2020-02-20	0			
3000003467	DIST	02S	02	CC-F04	333	2020-02-21	2020-02-21	0			
3000003468	DIST	02S	02	CC-F04	0	2020-02-24	2020-02-24	0			
3000003469	DIST	02S	02	CC-F04	0	2020-02-25	2020-02-25	0			
3000003470	DIST	02S	02	CC-F04	0	2020-02-26	2020-02-26	0			
3000003471	DIST	02S	02	CC-F04	0	2020-02-27	2020-02-27	0			
3000003472	DIST	02S	02	CC-F04	1000	2020-02-28	2020-02-28	0			
3000003473	DIST	02S	02	CC-F04	1000	2020-03-02	2020-03-02	0			
3000003474	DIST	02S	02	CC-F04	1000	2020-03-03	2020-03-03	0			
3000003475	DIST	02S	02	CC-F04	1000	2020-03-04	2020-03-04	0			
3000003476	DIST	02S	02	CC-F04	1000	2020-03-05	2020-03-05	0			
3000003477	DIST	02S	02	CC-F04	1000	2020-03-06	2020-03-06	0			
3000003478	DIST	02S	02	CC-F04	1000	2020-03-10	2020-03-10	0			
3000003479	DIST	02S	02	CC-F04	667	2020-03-11	2020-03-11	0			
3000003480	DIST	02S	02	CC-F04	0	2020-03-12	2020-03-12	0			
3000003481	DIST	02S	02	CC-F04	0	2020-03-13	2020-03-13	0			
3000003482	DIST	02S	02	CC-F04	0	2020-03-16	2020-03-16	0			
3000003483	DIST	02S	02	CC-F04	1000	2020-03-17	2020-03-17	0			
3000003484	DIST	02S	02	CC-F04	1000	2020-03-18	2020-03-18	0			
3000003485	DIST	02S	02	CC-F04	1000	2020-03-19	2020-03-19	0			
3000003486	DIST	02S	02	CC-F04	1000	2020-03-20	2020-03-20	0			
3000003487	DIST	02S	02	CC-F04	1000	2020-03-23	2020-03-23	0			
3000003488	DIST	02S	02	CC-F04	1000	2020-03-24	2020-03-24	0			
3000003489	DIST	02S	02	CC-F04	1000	2020-03-25	2020-03-25	0			
3000003490	DIST	02S	02	CC-F04	1000	2020-03-26	2020-03-26	0			
3000003491	DIST	02S	02	CC-F04	1000	2020-03-27	2020-03-27	0			
3000003492	DIST	02S	02	CC-F04	1000	2020-03-30	2020-03-30	0			
3000003493	DIST	02S	02	CC-F04	1000	2020-03-31	2020-03-31	0			
3000003494	DIST	02S	02	CC-F04	1000	2020-04-01	2020-04-01	0			
3000003495	DIST	02S	02	CC-F04	1000	2020-04-02	2020-04-02	0			
3000003496	DIST	02S	02	CC-F04	1000	2020-04-03	2020-04-03	0			
3000003497	DIST	02S	02	CC-F04	1000	2020-04-06	2020-04-06	0			
3000003498	DIST	02S	02	CC-F04	333	2020-04-07	2020-04-07	0			
3000003499	DIST	02S	02	CC-F04	1000	2020-04-08	2020-04-08	0			
3000003500	DIST	02S	02	CC-F04	1000	2020-04-09	2020-04-09	0			
3000003501	DIST	02S	02	CC-F04	1000	2020-04-14	2020-04-14	0			
3000003502	DIST	02S	02	CC-F04	1000	2020-04-15	2020-04-15	0			
3000003503	DIST	02S	02	CC-F04	1000	2020-04-16	2020-04-16	0			
3000003504	DIST	02S	02	CC-F04	1000	2020-04-17	2020-04-17	0			
3000003505	DIST	02S	02	CC-F04	1000	2020-04-20	2020-04-20	0			
3000003506	DIST	02S	02	CC-F04	1000	2020-04-21	2020-04-21	0			
3000003507	DIST	02S	02	CC-F04	1000	2020-04-22	2020-04-22	0			
3000003508	DIST	02S	02	CC-F04	1000	2020-04-23	2020-04-23	0			
3000003509	DIST	02S	02	CC-F04	1000	2020-04-24	2020-04-24	0			
3000003510	DIST	02S	02	CC-F04	1000	2020-04-27	2020-04-27	0			
3000003511	DIST	02S	02	CC-F04	1000	2020-04-28	2020-04-28	0			
3000003512	DIST	02S	02	CC-F04	1000	2020-04-29	2020-04-29	0			
3000003513	DIST	02S	02	CC-F04	1000	2020-04-30	2020-04-30	0			
3000003514	DIST	02S	02	CC-F04	334	2020-05-01	2020-05-01	0			
3000003515	DIST	02S	02	CC-F04	0	2020-05-04	2020-05-04	0			
3000003516	DIST	02S	02	CC-F04	0	2020-05-05	2020-05-05	0			
3000003517	DIST	02S	02	CC-F04	0	2020-05-06	2020-05-06	0			
3000003518	DIST	02S	02	CC-F04	1000	2020-05-07	2020-05-07	0			
3000003519	DIST	02S	02	CC-F04	1000	2020-05-08	2020-05-08	0			
3000003520	DIST	02S	02	CC-F04	0	2020-05-11	2020-05-11	0			
3000003521	DIST	02S	02	CC-F05	0	2019-07-02	2019-07-02	0			
3000003522	DIST	02S	02	CC-F05	0	2019-07-03	2019-07-03	0			
3000003523	DIST	02S	02	CC-F05	0	2019-07-04	2019-07-04	0			
3000003524	DIST	02S	02	CC-F05	0	2019-07-05	2019-07-05	0			
3000003525	DIST	02S	02	CC-F05	0	2019-07-08	2019-07-08	0			
3000003526	DIST	02S	02	CC-F05	0	2019-07-09	2019-07-09	0			
3000003527	DIST	02S	02	CC-F05	0	2019-07-10	2019-07-10	0			
3000003528	DIST	02S	02	CC-F05	750	2019-07-11	2019-07-11	0			
3000003529	DIST	02S	02	CC-F05	750	2019-07-12	2019-07-12	0			
3000003530	DIST	02S	02	CC-F05	750	2019-07-15	2019-07-15	0			
3000003531	DIST	02S	02	CC-F05	750	2019-07-16	2019-07-16	0			
3000003532	DIST	02S	02	CC-F05	750	2019-07-17	2019-07-17	0			
3000003533	DIST	02S	02	CC-F05	750	2019-07-18	2019-07-18	0			
3000003534	DIST	02S	02	CC-F05	750	2019-07-19	2019-07-19	0			
3000003535	DIST	02S	02	CC-F05	750	2019-07-22	2019-07-22	0			
3000003536	DIST	02S	02	CC-F05	750	2019-07-23	2019-07-23	0			
3000003537	DIST	02S	02	CC-F05	750	2019-07-24	2019-07-24	0			
3000003538	DIST	02S	02	CC-F05	750	2019-07-25	2019-07-25	0			
3000003539	DIST	02S	02	CC-F05	750	2019-07-26	2019-07-26	0			
3000003540	DIST	02S	02	CC-F05	750	2019-07-29	2019-07-29	0			
3000003541	DIST	02S	02	CC-F05	750	2019-07-30	2019-07-30	0			
3000003542	DIST	02S	02	CC-F05	750	2019-07-31	2019-07-31	0			
3000003543	DIST	02S	02	CC-F05	750	2019-08-01	2019-08-01	0			
3000003544	DIST	02S	02	CC-F05	750	2019-08-02	2019-08-02	0			
3000003545	DIST	02S	02	CC-F05	750	2019-08-05	2019-08-05	0			
3000003546	DIST	02S	02	CC-F05	750	2019-08-06	2019-08-06	0			
3000003547	DIST	02S	02	CC-F05	750	2019-08-07	2019-08-07	0			
3000003548	DIST	02S	02	CC-F05	0	2019-08-08	2019-08-08	0			
3000003549	DIST	02S	02	CC-F05	0	2019-08-09	2019-08-09	0			
3000003550	DIST	02S	02	CC-F05	0	2019-08-12	2019-08-12	0			
3000003551	DIST	02S	02	CC-F05	0	2019-08-13	2019-08-13	0			
3000003552	DIST	02S	02	CC-F05	0	2019-08-14	2019-08-14	0			
3000003553	DIST	02S	02	CC-F05	0	2019-08-15	2019-08-15	0			
3000003554	DIST	02S	02	CC-F05	0	2019-08-16	2019-08-16	0			
3000003555	DIST	02S	02	CC-F05	599	2019-08-19	2019-08-19	0			
3000003556	DIST	02S	02	CC-F05	750	2019-08-20	2019-08-20	0			
3000003557	DIST	02S	02	CC-F05	750	2019-08-21	2019-08-21	0			
3000003558	DIST	02S	02	CC-F05	750	2019-08-22	2019-08-22	0			
3000003559	DIST	02S	02	CC-F05	750	2019-08-23	2019-08-23	0			
3000003560	DIST	02S	02	CC-F05	750	2019-08-26	2019-08-26	0			
3000003561	DIST	02S	02	CC-F05	750	2019-08-27	2019-08-27	0			
3000003562	DIST	02S	02	CC-F05	750	2019-08-28	2019-08-28	0			
3000003563	DIST	02S	02	CC-F05	484	2019-08-29	2019-08-29	0			
3000003564	DIST	02S	02	CC-F05	0	2019-08-30	2019-08-30	0			
3000003565	DIST	02S	02	CC-F05	0	2019-09-02	2019-09-02	0			
3000003566	DIST	02S	02	CC-F05	750	2019-09-03	2019-09-03	0			
3000003567	DIST	02S	02	CC-F05	750	2019-09-04	2019-09-04	0			
3000003568	DIST	02S	02	CC-F05	750	2019-09-05	2019-09-05	0			
3000003569	DIST	02S	02	CC-F05	750	2019-09-06	2019-09-06	0			
3000003570	DIST	02S	02	CC-F05	750	2019-09-09	2019-09-09	0			
3000003571	DIST	02S	02	CC-F05	750	2019-09-10	2019-09-10	0			
3000003572	DIST	02S	02	CC-F05	750	2019-09-11	2019-09-11	0			
3000003573	DIST	02S	02	CC-F05	750	2019-09-12	2019-09-12	0			
3000003574	DIST	02S	02	CC-F05	333	2019-09-13	2019-09-13	0			
3000003575	DIST	02S	02	CC-F05	750	2019-09-16	2019-09-16	0			
3000003576	DIST	02S	02	CC-F05	750	2019-09-17	2019-09-17	0			
3000003577	DIST	02S	02	CC-F05	750	2019-09-18	2019-09-18	0			
3000003578	DIST	02S	02	CC-F05	750	2019-09-19	2019-09-19	0			
3000003579	DIST	02S	02	CC-F05	750	2019-09-20	2019-09-20	0			
3000003580	DIST	02S	02	CC-F05	750	2019-09-23	2019-09-23	0			
3000003581	DIST	02S	02	CC-F05	750	2019-09-24	2019-09-24	0			
3000003582	DIST	02S	02	CC-F05	750	2019-09-25	2019-09-25	0			
3000003583	DIST	02S	02	CC-F05	333	2019-09-26	2019-09-26	0			
3000003584	DIST	02S	02	CC-F05	0	2019-09-27	2019-09-27	0			
3000003585	DIST	02S	02	CC-F05	0	2019-09-30	2019-09-30	0			
3000003586	DIST	02S	02	CC-F05	750	2019-10-01	2019-10-01	0			
3000003587	DIST	02S	02	CC-F05	750	2019-10-02	2019-10-02	0			
3000003588	DIST	02S	02	CC-F05	750	2019-10-03	2019-10-03	0			
3000003589	DIST	02S	02	CC-F05	750	2019-10-04	2019-10-04	0			
3000003590	DIST	02S	02	CC-F05	750	2019-10-07	2019-10-07	0			
3000003591	DIST	02S	02	CC-F05	750	2019-10-08	2019-10-08	0			
3000003592	DIST	02S	02	CC-F05	750	2019-10-09	2019-10-09	0			
3000003593	DIST	02S	02	CC-F05	750	2019-10-10	2019-10-10	0			
3000003594	DIST	02S	02	CC-F05	334	2019-10-11	2019-10-11	0			
3000003595	DIST	02S	02	CC-F05	0	2019-10-14	2019-10-14	0			
3000003596	DIST	02S	02	CC-F05	0	2019-10-15	2019-10-15	0			
3000003597	DIST	02S	02	CC-F05	0	2019-10-16	2019-10-16	0			
3000003598	DIST	02S	02	CC-F05	0	2019-10-17	2019-10-17	0			
3000003599	DIST	02S	02	CC-F05	0	2019-10-18	2019-10-18	0			
3000003600	DIST	02S	02	CC-F05	0	2019-10-21	2019-10-21	0			
3000003601	DIST	02S	02	CC-F05	0	2019-10-22	2019-10-22	0			
3000003602	DIST	02S	02	CC-F05	750	2019-10-23	2019-10-23	0			
3000003603	DIST	02S	02	CC-F05	750	2019-10-24	2019-10-24	0			
3000003604	DIST	02S	02	CC-F05	750	2019-10-25	2019-10-25	0			
3000003605	DIST	02S	02	CC-F05	750	2019-10-28	2019-10-28	0			
3000003606	DIST	02S	02	CC-F05	750	2019-10-29	2019-10-29	0			
3000003607	DIST	02S	02	CC-F05	750	2019-10-30	2019-10-30	0			
3000003608	DIST	02S	02	CC-F05	750	2019-10-31	2019-10-31	0			
3000003609	DIST	02S	02	CC-F05	750	2019-11-01	2019-11-01	0			
3000003610	DIST	02S	02	CC-F05	750	2019-11-04	2019-11-04	0			
3000003611	DIST	02S	02	CC-F05	750	2019-11-05	2019-11-05	0			
3000003612	DIST	02S	02	CC-F05	750	2019-11-06	2019-11-06	0			
3000003613	DIST	02S	02	CC-F05	36	2019-11-07	2019-11-07	0			
3000003614	DIST	02S	02	CC-F05	0	2019-11-08	2019-11-08	0			
3000003615	DIST	02S	02	CC-F05	750	2019-11-11	2019-11-11	0			
3000003616	DIST	02S	02	CC-F05	750	2019-11-12	2019-11-12	0			
3000003617	DIST	02S	02	CC-F05	750	2019-11-13	2019-11-13	0			
3000003618	DIST	02S	02	CC-F05	750	2019-11-14	2019-11-14	0			
3000003619	DIST	02S	02	CC-F05	750	2019-11-15	2019-11-15	0			
3000003620	DIST	02S	02	CC-F05	750	2019-11-18	2019-11-18	0			
3000003621	DIST	02S	02	CC-F05	750	2019-11-19	2019-11-19	0			
3000003622	DIST	02S	02	CC-F05	750	2019-11-20	2019-11-20	0			
3000003623	DIST	02S	02	CC-F05	667	2019-11-21	2019-11-21	0			
3000003624	DIST	02S	02	CC-F05	0	2019-11-22	2019-11-22	0			
3000003625	DIST	02S	02	CC-F05	0	2019-11-25	2019-11-25	0			
3000003626	DIST	02S	02	CC-F05	750	2019-11-26	2019-11-26	0			
3000003627	DIST	02S	02	CC-F05	750	2019-11-27	2019-11-27	0			
3000003628	DIST	02S	02	CC-F05	750	2019-11-28	2019-11-28	0			
3000003629	DIST	02S	02	CC-F05	750	2019-11-29	2019-11-29	0			
3000003630	DIST	02S	02	CC-F05	750	2019-12-02	2019-12-02	0			
3000003631	DIST	02S	02	CC-F05	750	2019-12-03	2019-12-03	0			
3000003632	DIST	02S	02	CC-F05	750	2019-12-04	2019-12-04	0			
3000003633	DIST	02S	02	CC-F05	750	2019-12-05	2019-12-05	0			
3000003634	DIST	02S	02	CC-F05	750	2019-12-06	2019-12-06	0			
3000003635	DIST	02S	02	CC-F05	750	2019-12-09	2019-12-09	0			
3000003636	DIST	02S	02	CC-F05	750	2019-12-10	2019-12-10	0			
3000003637	DIST	02S	02	CC-F05	750	2019-12-11	2019-12-11	0			
3000003638	DIST	02S	02	CC-F05	750	2019-12-12	2019-12-12	0			
3000003639	DIST	02S	02	CC-F05	750	2019-12-13	2019-12-13	0			
3000003640	DIST	02S	02	CC-F05	750	2019-12-16	2019-12-16	0			
3000003641	DIST	02S	02	CC-F05	750	2019-12-17	2019-12-17	0			
3000003642	DIST	02S	02	CC-F05	750	2019-12-18	2019-12-18	0			
3000003643	DIST	02S	02	CC-F05	750	2019-12-19	2019-12-19	0			
3000003644	DIST	02S	02	CC-F05	750	2019-12-20	2019-12-20	0			
3000003645	DIST	02S	02	CC-F05	750	2019-12-23	2019-12-23	0			
3000003646	DIST	02S	02	CC-F05	750	2019-12-24	2019-12-24	0			
3000003647	DIST	02S	02	CC-F05	750	2019-12-25	2019-12-25	0			
3000003648	DIST	02S	02	CC-F05	750	2019-12-26	2019-12-26	0			
3000003649	DIST	02S	02	CC-F05	750	2019-12-27	2019-12-27	0			
3000003650	DIST	02S	02	CC-F05	750	2019-12-30	2019-12-30	0			
3000003651	DIST	02S	02	CC-F05	750	2019-12-31	2019-12-31	0			
3000003652	DIST	02S	02	CC-F05	750	2020-01-02	2020-01-02	0			
3000003653	DIST	02S	02	CC-F05	416	2020-01-03	2020-01-03	0			
3000003654	DIST	02S	02	CC-F05	0	2020-01-06	2020-01-06	0			
3000003655	DIST	02S	02	CC-F05	0	2020-01-07	2020-01-07	0			
3000003656	DIST	02S	02	CC-F05	0	2020-01-08	2020-01-08	0			
3000003657	DIST	02S	02	CC-F05	0	2020-01-09	2020-01-09	0			
3000003658	DIST	02S	02	CC-F05	0	2020-01-10	2020-01-10	0			
3000003659	DIST	02S	02	CC-F05	0	2020-01-13	2020-01-13	0			
3000003660	DIST	02S	02	CC-F05	1000	2020-01-14	2020-01-14	0			
3000003661	DIST	02S	02	CC-F05	1000	2020-01-15	2020-01-15	0			
3000003662	DIST	02S	02	CC-F05	1000	2020-01-16	2020-01-16	0			
3000003663	DIST	02S	02	CC-F05	1000	2020-01-17	2020-01-17	0			
3000003664	DIST	02S	02	CC-F05	1000	2020-01-20	2020-01-20	0			
3000003665	DIST	02S	02	CC-F05	1000	2020-01-21	2020-01-21	0			
3000003666	DIST	02S	02	CC-F05	1000	2020-01-22	2020-01-22	0			
3000003667	DIST	02S	02	CC-F05	1000	2020-01-23	2020-01-23	0			
3000003668	DIST	02S	02	CC-F05	833	2020-01-24	2020-01-24	0			
3000003669	DIST	02S	02	CC-F05	0	2020-01-28	2020-01-28	0			
3000003670	DIST	02S	02	CC-F05	1000	2020-01-29	2020-01-29	0			
3000003671	DIST	02S	02	CC-F05	1000	2020-01-30	2020-01-30	0			
3000003672	DIST	02S	02	CC-F05	1000	2020-01-31	2020-01-31	0			
3000003673	DIST	02S	02	CC-F05	1000	2020-02-03	2020-02-03	0			
3000003674	DIST	02S	02	CC-F05	1000	2020-02-04	2020-02-04	0			
3000003675	DIST	02S	02	CC-F05	1000	2020-02-05	2020-02-05	0			
3000003676	DIST	02S	02	CC-F05	1000	2020-02-06	2020-02-06	0			
3000003677	DIST	02S	02	CC-F05	1000	2020-02-07	2020-02-07	0			
3000003678	DIST	02S	02	CC-F05	1000	2020-02-10	2020-02-10	0			
3000003679	DIST	02S	02	CC-F05	1000	2020-02-11	2020-02-11	0			
3000003680	DIST	02S	02	CC-F05	1000	2020-02-12	2020-02-12	0			
3000003681	DIST	02S	02	CC-F05	1000	2020-02-13	2020-02-13	0			
3000003682	DIST	02S	02	CC-F05	1000	2020-02-14	2020-02-14	0			
3000003683	DIST	02S	02	CC-F05	1000	2020-02-17	2020-02-17	0			
3000003684	DIST	02S	02	CC-F05	667	2020-02-18	2020-02-18	0			
3000003685	DIST	02S	02	CC-F05	0	2020-02-19	2020-02-19	0			
3000003686	DIST	02S	02	CC-F05	0	2020-02-20	2020-02-20	0			
3000003687	DIST	02S	02	CC-F05	0	2020-02-21	2020-02-21	0			
3000003688	DIST	02S	02	CC-F05	0	2020-02-24	2020-02-24	0			
3000003689	DIST	02S	02	CC-F05	0	2020-02-25	2020-02-25	0			
3000003690	DIST	02S	02	CC-F05	0	2020-02-26	2020-02-26	0			
3000003691	DIST	02S	02	CC-F05	1000	2020-02-27	2020-02-27	0			
3000003692	DIST	02S	02	CC-F05	1000	2020-02-28	2020-02-28	0			
3000003693	DIST	02S	02	CC-F05	1000	2020-03-02	2020-03-02	0			
3000003694	DIST	02S	02	CC-F05	1000	2020-03-03	2020-03-03	0			
3000003695	DIST	02S	02	CC-F05	1000	2020-03-04	2020-03-04	0			
3000003696	DIST	02S	02	CC-F05	1000	2020-03-05	2020-03-05	0			
3000003697	DIST	02S	02	CC-F05	1000	2020-03-06	2020-03-06	0			
3000003698	DIST	02S	02	CC-F05	667	2020-03-10	2020-03-10	0			
3000003699	DIST	02S	02	CC-F05	0	2020-03-11	2020-03-11	0			
3000003700	DIST	02S	02	CC-F05	0	2020-03-12	2020-03-12	0			
3000003701	DIST	02S	02	CC-F05	1000	2020-03-13	2020-03-13	0			
3000003702	DIST	02S	02	CC-F05	1000	2020-03-16	2020-03-16	0			
3000003703	DIST	02S	02	CC-F05	1000	2020-03-17	2020-03-17	0			
3000003704	DIST	02S	02	CC-F05	1000	2020-03-18	2020-03-18	0			
3000003705	DIST	02S	02	CC-F05	1000	2020-03-19	2020-03-19	0			
3000003706	DIST	02S	02	CC-F05	1000	2020-03-20	2020-03-20	0			
3000003707	DIST	02S	02	CC-F05	1000	2020-03-23	2020-03-23	0			
3000003708	DIST	02S	02	CC-F05	1000	2020-03-24	2020-03-24	0			
3000003709	DIST	02S	02	CC-F05	1000	2020-03-25	2020-03-25	0			
3000003710	DIST	02S	02	CC-F05	1000	2020-03-26	2020-03-26	0			
3000003711	DIST	02S	02	CC-F05	1000	2020-03-27	2020-03-27	0			
3000003712	DIST	02S	02	CC-F05	1000	2020-03-30	2020-03-30	0			
3000003713	DIST	02S	02	CC-F05	1000	2020-03-31	2020-03-31	0			
3000003714	DIST	02S	02	CC-F05	1000	2020-04-01	2020-04-01	0			
3000003715	DIST	02S	02	CC-F05	1000	2020-04-02	2020-04-02	0			
3000003716	DIST	02S	02	CC-F05	333	2020-04-03	2020-04-03	0			
