date demand demandChange inventoryPosition leadTime marketPrice orderQuantity
2020-01-01 0 -5290 33988 72 0.9 0 
2020-01-02 10653 10653 23335 96 0.9 16081 
2020-01-03 1108 -9545 38308 24 0.9 0 
2020-01-06 1896 788 36412 24 0.9 0 
2020-01-07 14508 12612 21904 24 0.9 17232 
2020-01-08 3942 -10566 35194 72 0.9 0 
2020-01-09 3793 -149 31401 24 0.9 0 
2020-01-10 4185 392 27216 96 0.9 11551 
2020-01-13 0 -4185 38767 72 0.9 0 
2020-01-14 5210 5210 33557 48 0.9 0 
2020-01-15 1536 -3674 32021 24 1.04 0 
2020-01-16 2891 1355 29130 72 1.04 9007 
2020-01-17 6182 3291 31955 72 1.04 0 
2020-01-20 2495 -3687 29460 72 1.04 0 
2020-01-21 5009 2514 24451 48 1.04 13310 
2020-01-22 4406 -603 33355 96 1.04 0 
2020-01-23 9921 5515 23434 24 1.04 14438 
2020-01-24 0 -9921 37872 72 1.04 0 
2020-01-27 0 0 37872 96 1.04 0 
2020-01-28 12127 12127 25745 96 1.04 12550 
2020-01-29 4751 -7376 33544 24 1.04 0 
2020-01-30 4945 194 28599 24 1.29 9464 
2020-01-31 5784 839 32279 24 1.29 0 
2020-02-03 2696 -3088 29583 24 1.29 0 
2020-02-04 6353 3657 23230 96 1.29 14635 
2020-02-05 0 -6353 37865 72 1.29 0 
2020-02-06 4590 4590 33275 24 1.29 0 
2020-02-07 8539 3949 24736 96 1.29 13169 
2020-02-10 10874 2335 27031 96 1.29 11142 
2020-02-11 4760 -6114 33413 72 1.29 0 
2020-02-12 2619 -2141 30794 96 1.29 0 
2020-02-13 3352 733 27442 72 1.42 10413 
2020-02-14 1156 -2196 36699 48 1.42 0 
2020-02-17 949 -207 35750 24 1.42 0 
2020-02-18 7995 7046 27755 72 1.42 9620 
2020-02-19 7106 -889 30269 24 1.42 0 
2020-02-20 11702 4596 18567 48 1.42 18953 
2020-02-21 4826 -6876 32694 48 1.42 0 
2020-02-24 8128 3302 24566 24 1.42 12867 
2020-02-25 8937 809 28496 72 1.42 9017 
2020-02-26 6773 -2164 30740 48 1.42 0 
2020-02-27 9774 3001 20966 72 1.15 16618 
2020-02-28 4066 -5708 33518 96 1.15 0 
2020-03-02 0 -4066 33518 72 1.15 0 
2020-03-03 2900 2900 30618 24 1.15 0 
2020-03-04 0 -2900 30618 72 1.15 0 
2020-03-05 1743 1743 28875 24 1.15 0 
2020-03-06 17614 15871 11261 96 1.15 26405 
2020-03-09 0 -17614 37666 24 1.15 0 
2020-03-10 9145 9145 28521 96 1.15 9287 
2020-03-11 0 -9145 37808 96 1.15 0 
2020-03-12 5336 5336 32472 24 1.15 0 
2020-03-13 3005 -2331 29467 72 0.89 0 
2020-03-16 10344 7339 19123 24 0.89 18653 
2020-03-17 2678 -7666 35098 72 0.89 0 
2020-03-18 8938 6260 26160 24 0.89 11521 
2020-03-19 7136 -1802 30545 96 0.89 0 
2020-03-20 4641 -2495 25904 96 0.89 11878 
2020-03-23 6389 1748 31393 24 0.89 0 
2020-03-24 2457 -3932 28936 72 0.89 0 
2020-03-25 9168 6711 19768 72 0.89 17907 
2020-03-26 4124 -5044 33551 72 0.89 0 
2020-03-27 2734 -1390 30817 24 0.77 0 
2020-03-30 10649 7915 20168 24 0.77 17367 
2020-03-31 3902 -6747 33633 72 0.77 0 
2020-04-01 0 -3902 33633 48 0.77 0 
2020-04-02 5251 5251 28382 96 0.77 9044 
2020-04-03 16338 11087 21088 24 0.77 16631 
2020-04-06 1710 -14628 36009 96 0.77 0 
2020-04-07 12648 10938 23361 24 0.77 14438 
2020-04-08 0 -12648 37799 72 0.77 0 
2020-04-09 1109 1109 36690 48 0.77 0 
2020-04-10 0 -1109 36690 24 0.77 0 
2020-04-13 0 0 36690 72 0.77 0 
2020-04-14 5775 5775 30915 96 0.79 0 
2020-04-15 3618 -2157 27297 72 0.79 10185 
2020-04-16 0 -3618 37482 24 0.79 0 
2020-04-17 9111 9111 28371 24 0.79 9138 
2020-04-20 6406 -2705 31103 72 0.79 0 
2020-04-21 1428 -4978 29675 96 0.79 0 
2020-04-22 7083 5655 22592 72 0.79 14823 
2020-04-23 3298 -3785 34117 24 0.79 0 
2020-04-24 8239 4941 25878 72 0.79 11456 
2020-04-27 0 -8239 37334 96 0.79 0 
2020-04-28 2338 2338 34996 48 0.99 0 
2020-04-29 7081 4743 27915 48 0.99 9300 
2020-04-30 0 -7081 37215 96 0.99 0 
2020-05-01 6656 6656 30559 72 0.99 0 
2020-05-04 979 -5677 29580 72 0.99 0 
2020-05-05 5561 4582 24019 48 0.99 13021 
2020-05-06 12058 6497 24982 72 0.99 12214 
2020-05-07 0 -12058 37196 48 0.99 0 
2020-05-08 12058 12058 25138 96 0.99 12246 
2020-05-11 3619 -8439 33765 24 0.99 0 
